emp_no,first_name,last_name,title,birth_date,from_date,to_date,dept_name
86163,Aksel,Wolniewicz,Senior Staff,1963-09-10,1988-08-29,9999-01-01,Finance
86173,Guangming,Sidje,Senior Staff,1964-02-09,1985-08-01,9999-01-01,Sales
86188,Kiam,Masaki,Engineer,1962-08-19,1988-11-21,9999-01-01,Production
86209,Hsiangchu,Salvesen,Engineer,1964-04-09,1986-11-04,9999-01-01,Production
86250,Nakhoon,Weedman,Senior Engineer,1963-12-02,1985-12-26,9999-01-01,Development
86273,Tsuneo,Pramanik,Engineer,1964-02-12,1988-09-24,9999-01-01,Development
86291,Kerhong,Bashian,Engineer,1963-11-03,1988-07-15,9999-01-01,Development
86316,Manu,Benaini,Assistant Engineer,1964-07-31,1987-05-11,9999-01-01,Production
86334,Kwun,Cappelletti,Senior Staff,1964-12-20,1985-09-09,9999-01-01,Sales
86344,Mingsen,Berztiss,Engineer,1962-12-29,1988-12-17,9999-01-01,Development
86379,Keiichiro,Sudkamp,Engineer,1964-11-25,1988-12-18,9999-01-01,Development
86420,Chikako,Benantar,Technique Leader,1963-09-22,1987-03-06,9999-01-01,Development
86422,Jaewon,Thummel,Senior Staff,1965-02-01,1985-09-14,9999-01-01,Marketing
86431,Ziyad,Falck,Engineer,1964-08-31,1988-12-27,9999-01-01,Production
86498,Sariel,Skogmar,Senior Staff,1962-08-13,1988-04-06,9999-01-01,Marketing
86512,Anyuan,Fordan,Senior Staff,1964-12-08,1985-04-28,9999-01-01,Sales
86546,Oldrich,Woycyznski,Engineer,1965-01-09,1985-05-15,9999-01-01,Production
86583,Haldun,Lenart,Senior Staff,1963-09-28,1985-10-01,9999-01-01,Marketing
86601,Marjo,Erde,Technique Leader,1963-05-06,1987-07-12,9999-01-01,Development
86615,Arup,Sigstam,Technique Leader,1963-12-13,1986-03-09,9999-01-01,Development
86620,Petter,Lukaszewicz,Senior Staff,1963-04-27,1985-04-24,9999-01-01,Research
86649,Yuuichi,Lorho,Senior Staff,1964-05-02,1986-07-17,9999-01-01,Sales
86659,Kousuke,Shobatake,Senior Engineer,1962-07-03,1987-07-27,9999-01-01,Production
86677,Mingdong,Marsiglia,Engineer,1962-05-06,1985-06-10,9999-01-01,Development
86689,Shiv,Jayawardene,Engineer,1962-01-15,1987-05-18,9999-01-01,Production
86707,Luise,Showalter,Engineer,1963-06-08,1987-12-12,9999-01-01,Production
86709,Junsik,Uhrik,Technique Leader,1963-05-17,1985-02-07,9999-01-01,Production
86724,Shirish,Tibblin,Senior Staff,1962-07-28,1987-12-07,9999-01-01,Sales
86729,Lijie,Rodite,Senior Staff,1963-07-23,1985-09-16,9999-01-01,Marketing
86775,Fabrizio,Goldhammer,Senior Staff,1963-08-04,1988-02-01,9999-01-01,Marketing
86782,Hitomi,Hasenauer,Technique Leader,1964-07-14,1987-11-12,9999-01-01,Production
86808,Mircea,Bratsberg,Senior Staff,1962-09-22,1986-02-20,9999-01-01,Sales
86844,Dannz,Iwayama,Engineer,1962-10-22,1987-11-27,9999-01-01,Development
86890,Atilio,Langford,Senior Staff,1964-12-18,1986-04-01,9999-01-01,Marketing
86924,Kenroku,Stellhorn,Senior Engineer,1963-04-27,1988-01-15,9999-01-01,Development
86939,Oscar,Dusink,Engineer,1964-12-06,1988-10-27,9999-01-01,Development
86958,Lijia,Petersohn,Senior Engineer,1962-10-09,1987-11-18,9999-01-01,Development
86959,Jessie,Billawala,Senior Staff,1964-04-14,1986-11-14,9999-01-01,Marketing
86961,Augustine,Gubsky,Assistant Engineer,1963-07-27,1985-09-12,9999-01-01,Production
86996,Kwan,Tasistro,Senior Staff,1964-01-20,1988-02-02,9999-01-01,Research
86999,Steve,Rikino,Senior Staff,1963-05-20,1985-09-27,9999-01-01,Customer Service
87004,Anneke,Siochi,Senior Staff,1964-03-19,1986-01-13,9999-01-01,Sales
87051,Saniya,Levergood,Senior Staff,1964-02-26,1987-11-23,9999-01-01,Human Resources
87159,Lijia,Swist,Senior Staff,1963-11-30,1988-10-17,9999-01-01,Finance
87169,Fumitake,Milicic,Senior Staff,1963-08-15,1988-12-16,9999-01-01,Sales
87171,Reinhard,Portugali,Senior Staff,1963-04-01,1987-06-01,9999-01-01,Finance
87190,Tran,Perl,Senior Staff,1964-09-05,1987-11-19,9999-01-01,Human Resources
87219,Maik,Danley,Senior Staff,1962-09-26,1985-09-03,9999-01-01,Sales
87230,Krister,Mitina,Senior Staff,1962-10-12,1986-10-05,9999-01-01,Sales
87231,Danco,Salinas,Engineer,1964-04-23,1988-12-27,9999-01-01,Development
87250,Torsten,Rodham,Engineer,1963-11-25,1988-04-04,9999-01-01,Development
87251,Theirry,Molenaar,Senior Staff,1963-01-12,1987-12-10,9999-01-01,Sales
87256,Jovan,Gulik,Senior Staff,1962-06-18,1988-10-19,9999-01-01,Sales
87257,Martina,Kakkad,Engineer,1962-08-10,1985-06-04,9999-01-01,Production
87304,Taegyun,Bail,Senior Staff,1962-10-04,1985-06-24,9999-01-01,Sales
87316,Minghong,Covnot,Senior Staff,1964-12-28,1988-06-12,9999-01-01,Research
87425,Theirry,Junet,Senior Staff,1964-04-23,1986-09-27,9999-01-01,Sales
87520,Geraldo,Wolniewicz,Senior Staff,1962-03-14,1986-01-04,9999-01-01,Human Resources
87558,Ingemar,Rijckaert,Senior Staff,1964-02-25,1988-04-20,9999-01-01,Research
87563,Van,Halloran,Engineer,1964-05-13,1986-09-03,9999-01-01,Development
87575,Menkae,Sadowski,Assistant Engineer,1962-08-02,1986-08-28,9999-01-01,Development
87583,Mads,Shigei,Senior Staff,1963-03-31,1985-11-17,9999-01-01,Marketing
87592,Renny,Solovay,Engineer,1962-03-08,1986-02-20,9999-01-01,Development
87729,Yongmin,Roccetti,Senior Staff,1965-01-24,1986-12-10,9999-01-01,Research
87749,Susumu,Penz,Senior Staff,1964-12-26,1987-10-22,9999-01-01,Sales
87772,Wayne,Ramalingam,Senior Staff,1963-03-22,1986-05-29,9999-01-01,Customer Service
87774,Zhigen,Copas,Engineer,1963-09-21,1985-09-10,9999-01-01,Development
87783,Conor,Thorensen,Senior Engineer,1965-01-26,1988-02-24,9999-01-01,Development
87818,Takahito,Merkl,Engineer,1964-12-29,1985-08-20,9999-01-01,Development
87826,Domenick,Lienhardt,Assistant Engineer,1964-06-19,1987-09-13,9999-01-01,Development
87879,Adib,Vural,Engineer,1962-01-31,1986-07-29,9999-01-01,Development
87882,Denny,Ruther,Senior Staff,1964-04-26,1987-04-06,9999-01-01,Sales
87888,Percy,Makrucki,Senior Staff,1964-10-15,1987-01-21,9999-01-01,Marketing
87901,Amabile,Zschoche,Senior Staff,1963-04-29,1986-03-18,9999-01-01,Marketing
87904,Xuejun,Assaf,Senior Staff,1964-04-18,1986-12-24,9999-01-01,Research
87921,Godehard,Sinitsyn,Technique Leader,1964-06-24,1987-07-14,9999-01-01,Quality Management
87935,Nidapan,Zucker,Senior Staff,1963-02-22,1985-10-19,9999-01-01,Marketing
87940,Chinho,Spinelli,Senior Staff,1963-09-11,1987-02-12,9999-01-01,Finance
87946,Basant,Ballarin,Senior Staff,1962-03-21,1987-09-01,9999-01-01,Research
87985,Susanna,Gewali,Senior Staff,1963-05-18,1987-08-22,9999-01-01,Research
88046,Hinrich,Demke,Assistant Engineer,1963-11-14,1986-09-27,9999-01-01,Quality Management
88063,Kellie,Mundy,Senior Engineer,1964-11-07,1987-05-16,9999-01-01,Development
88067,Jeane,Hasenauer,Senior Engineer,1963-12-21,1986-03-07,9999-01-01,Development
88102,Miquel,Quaggetto,Engineer,1962-02-22,1986-03-10,9999-01-01,Development
88181,Diederik,Lortz,Engineer,1962-01-26,1986-05-04,9999-01-01,Development
88193,Basant,Uhrik,Senior Staff,1964-05-28,1985-09-29,9999-01-01,Marketing
88209,Shaw,Parascandalo,Senior Engineer,1963-10-24,1988-12-30,9999-01-01,Production
88226,Arto,Malabarba,Engineer,1964-02-23,1986-03-25,9999-01-01,Development
88234,Lorien,Tanemo,Senior Engineer,1964-02-18,1985-04-20,9999-01-01,Production
88280,Richard,Aamodt,Engineer,1963-07-17,1987-01-31,9999-01-01,Development
88294,Yannis,Lindqvist,Senior Engineer,1964-07-30,1985-12-30,9999-01-01,Development
88321,Chenyi,Kilgore,Senior Engineer,1963-10-20,1985-03-10,9999-01-01,Development
88328,Vasiliy,Hebden,Senior Staff,1963-08-30,1988-09-28,9999-01-01,Human Resources
88335,Toshimi,Cooke,Engineer,1964-08-09,1988-12-13,9999-01-01,Production
88336,Xiadong,Holburn,Senior Staff,1963-01-18,1988-12-08,9999-01-01,Sales
88396,Srinidhi,Uludag,Engineer,1962-05-30,1985-04-02,9999-01-01,Development
88405,Ramya,Schnabel,Engineer,1962-05-15,1985-11-16,9999-01-01,Development
88420,Valter,Schonegge,Engineer,1962-03-15,1988-06-10,9999-01-01,Production
88422,Jungsoon,Birsak,Technique Leader,1965-01-28,1985-04-03,9999-01-01,Production
88425,Keiichiro,Deyuan,Engineer,1963-04-22,1987-04-18,9999-01-01,Development
88440,Izaskun,Shiratori,Engineer,1962-02-10,1985-08-13,9999-01-01,Production
88447,Kristina,Qiwen,Senior Staff,1963-06-14,1986-10-09,9999-01-01,Marketing
88457,Yongmin,Rissland,Senior Engineer,1964-09-02,1985-09-20,9999-01-01,Production
88478,Gino,Pashtan,Senior Staff,1963-05-27,1986-08-03,9999-01-01,Research
88509,Vincent,Stellhorn,Assistant Engineer,1962-12-24,1985-11-06,9999-01-01,Development
88534,Pranav,Pavlopoulou,Senior Staff,1962-06-11,1987-01-20,9999-01-01,Customer Service
88559,Zhiwei,Irland,Engineer,1962-07-05,1986-07-01,9999-01-01,Quality Management
88573,Ziyad,Chvatal,Senior Staff,1964-05-24,1987-10-29,9999-01-01,Marketing
88620,Kensyu,Boyle,Engineer,1964-03-13,1986-11-11,9999-01-01,Development
88678,Danny,Zolotykh,Engineer,1964-12-22,1987-08-07,9999-01-01,Production
88695,Shai,Pavlopoulou,Engineer,1964-06-07,1987-07-21,9999-01-01,Production
88696,Tommaso,Nitsche,Engineer,1962-11-27,1985-12-09,9999-01-01,Development
88708,Edwin,Welham,Engineer,1962-07-06,1985-05-09,9999-01-01,Development
88711,JoAnna,Hiraishi,Senior Staff,1962-01-07,1988-04-13,9999-01-01,Customer Service
88713,Parviz,Braccini,Engineer,1964-12-19,1986-04-06,9999-01-01,Development
88763,Hein,Khamsi,Senior Staff,1963-01-01,1988-05-25,9999-01-01,Customer Service
88795,Kristen,Mapelli,Senior Staff,1962-11-22,1988-08-08,9999-01-01,Human Resources
88822,Francesca,Babb,Senior Staff,1964-11-29,1987-07-04,9999-01-01,Research
88837,Anneli,Wixon,Engineer,1964-01-23,1985-11-09,9999-01-01,Development
88851,Subir,Schauser,Senior Engineer,1963-05-25,1988-06-10,9999-01-01,Quality Management
88913,Sverrir,Munawer,Senior Engineer,1962-03-10,1985-02-02,9999-01-01,Production
88933,Jiann,Merli,Engineer,1964-03-10,1986-03-03,9999-01-01,Development
88960,Nevio,Braunmuhl,Senior Staff,1963-06-25,1985-07-12,9999-01-01,Human Resources
88970,Adam,Langford,Engineer,1962-12-21,1986-02-08,9999-01-01,Development
89048,Otmar,Birjandi,Engineer,1965-01-24,1985-03-23,9999-01-01,Development
89059,Mabo,Falby,Senior Staff,1964-03-14,1988-08-09,9999-01-01,Sales
89073,Yannik,Quadeer,Senior Staff,1964-04-18,1988-09-02,9999-01-01,Customer Service
89097,Indrajit,Polajnar,Senior Staff,1963-05-25,1986-01-07,9999-01-01,Human Resources
89171,Maya,Tanemo,Engineer,1963-04-29,1987-04-06,9999-01-01,Production
89175,Sadok,Guting,Engineer,1963-01-29,1986-03-08,9999-01-01,Quality Management
89187,Rosita,Merkl,Senior Staff,1962-02-19,1987-11-09,9999-01-01,Sales
89214,Pranay,Ertl,Assistant Engineer,1962-04-08,1985-06-06,9999-01-01,Development
89220,Ramzi,Facello,Engineer,1962-08-08,1988-07-19,9999-01-01,Development
89272,Sajjan,Muchinsky,Senior Staff,1964-12-23,1986-03-09,9999-01-01,Research
89277,Pranay,Oppitz,Senior Staff,1963-05-20,1987-03-17,9999-01-01,Finance
89295,Maris,Bergere,Engineer,1963-03-08,1985-04-29,9999-01-01,Production
89296,Prodip,Honiden,Senior Staff,1962-02-20,1987-05-16,9999-01-01,Customer Service
89298,Premsyl,Fetvedt,Senior Staff,1964-07-19,1988-05-20,9999-01-01,Sales
89309,Rafols,Guardalben,Engineer,1962-10-21,1988-07-07,9999-01-01,Development
89327,Srinidhi,Muntz,Engineer,1962-01-03,1986-03-30,9999-01-01,Development
89382,Hercules,Bernardinello,Senior Staff,1964-09-03,1987-02-25,9999-01-01,Marketing
89384,Duro,Besselaar,Assistant Engineer,1964-10-04,1987-05-16,9999-01-01,Development
89409,Heejo,Hooghiemstra,Senior Staff,1962-01-04,1986-03-14,9999-01-01,Customer Service
89420,Kayoko,Slaats,Senior Staff,1962-12-20,1987-06-17,9999-01-01,Human Resources
89456,Magy,Cronin,Assistant Engineer,1964-12-05,1985-04-27,9999-01-01,Quality Management
89481,Eishiro,Khalil,Assistant Engineer,1962-02-28,1986-10-13,9999-01-01,Development
89494,Masanao,Erev,Senior Staff,1963-10-21,1985-07-11,9999-01-01,Marketing
89541,Leandro,Picco,Engineer,1962-06-10,1988-05-08,9999-01-01,Production
89554,Jaroslava,Dengi,Senior Staff,1964-08-21,1985-08-22,9999-01-01,Marketing
89571,Kish,Schieder,Senior Staff,1964-10-11,1987-09-05,9999-01-01,Sales
89576,Narain,Ranta,Senior Engineer,1964-01-07,1988-05-12,9999-01-01,Production
89616,Samphel,Tchuente,Engineer,1964-03-10,1986-06-23,9999-01-01,Development
89625,Leni,Bala,Senior Staff,1963-06-14,1988-11-01,9999-01-01,Human Resources
89631,Adib,Kaltofen,Engineer,1964-08-01,1985-12-08,9999-01-01,Development
89644,Tesuya,Dechter,Senior Staff,1964-04-13,1985-07-30,9999-01-01,Research
89670,Adil,Snyers,Engineer,1963-03-12,1985-04-08,9999-01-01,Production
89671,Jahangir,Jiafu,Senior Staff,1964-08-14,1986-03-11,9999-01-01,Sales
89680,Aiman,Mawatari,Engineer,1965-01-27,1988-05-01,9999-01-01,Production
89683,Kazunori,Jonsson,Senior Staff,1963-08-04,1987-12-07,9999-01-01,Customer Service
89698,Demos,Merel,Engineer,1963-06-24,1988-03-19,9999-01-01,Development
89742,Janche,Perz,Engineer,1962-01-25,1988-05-28,9999-01-01,Quality Management
89784,Carrsten,Journel,Senior Staff,1963-11-20,1986-01-01,9999-01-01,Sales
89802,Jacqueline,Morton,Engineer,1963-05-21,1986-06-24,9999-01-01,Quality Management
89811,Alagu,Kaelbling,Engineer,1962-08-16,1985-12-26,9999-01-01,Development
89821,Vishwani,Nitto,Engineer,1962-01-20,1988-08-20,9999-01-01,Production
89876,Duke,Chelton,Engineer,1962-05-11,1987-11-19,9999-01-01,Production
89906,Holgard,Suwa,Senior Staff,1962-12-25,1987-05-28,9999-01-01,Sales
89922,Alexius,Ibel,Engineer,1965-01-26,1988-04-24,9999-01-01,Production
89940,Bokyung,Krogh,Senior Staff,1964-06-16,1987-04-13,9999-01-01,Human Resources
89947,Ashish,Peroz,Senior Staff,1962-01-22,1988-03-08,9999-01-01,Customer Service
89973,Nalini,Karnin,Senior Engineer,1964-07-23,1987-05-28,9999-01-01,Production
89990,Zongyan,Zedlitz,Senior Staff,1963-01-14,1987-10-28,9999-01-01,Sales
90002,Berhard,Krupka,Senior Staff,1963-08-12,1988-02-05,9999-01-01,Sales
90007,Khun,Chinin,Engineer,1962-04-21,1986-12-04,9999-01-01,Production
90050,Berthier,Pietrzykowski,Senior Staff,1962-03-06,1986-06-30,9999-01-01,Customer Service
90056,Jaihie,Klyachko,Engineer,1963-04-17,1985-02-07,9999-01-01,Development
90082,Weiye,Noriega,Engineer,1964-09-19,1986-12-12,9999-01-01,Development
90106,Marsha,Cappelletti,Senior Staff,1964-03-28,1988-05-28,9999-01-01,Finance
90118,Sariel,Perna,Senior Staff,1963-11-29,1988-01-03,9999-01-01,Marketing
90126,Jaihie,Itschner,Engineer,1964-01-30,1988-05-15,9999-01-01,Development
90160,Shaz,Malabarba,Senior Staff,1964-06-08,1988-08-22,9999-01-01,Sales
90164,Hongzhu,Cooke,Engineer,1962-10-16,1985-11-08,9999-01-01,Development
90167,Toney,Radivojevic,Engineer,1962-08-30,1987-02-19,9999-01-01,Production
90200,Shaunak,Kusalik,Technique Leader,1964-10-29,1987-02-13,9999-01-01,Development
90214,Dekang,Awdeh,Senior Staff,1964-11-05,1986-12-07,9999-01-01,Research
90254,Wilmer,Belinskaya,Engineer,1962-07-24,1986-07-09,9999-01-01,Development
90301,Christoph,Pocchiola,Senior Staff,1963-12-19,1988-08-10,9999-01-01,Finance
90322,Pintsang,Rajcani,Assistant Engineer,1964-09-09,1986-02-26,9999-01-01,Development
90351,Kwee,Munawer,Senior Staff,1963-06-01,1985-12-11,9999-01-01,Marketing
90361,Marsja,Lally,Senior Staff,1962-05-11,1988-02-23,9999-01-01,Finance
90414,Alain,Ladret,Engineer,1964-05-14,1986-12-10,9999-01-01,Development
90426,Jaana,Peac,Engineer,1964-03-03,1986-12-06,9999-01-01,Production
90451,Guther,Garnier,Senior Staff,1963-06-22,1986-04-20,9999-01-01,Sales
90469,Unal,Emiris,Technique Leader,1962-09-29,1987-09-18,9999-01-01,Development
90485,Jaewon,Stamatiou,Senior Staff,1964-09-13,1988-03-03,9999-01-01,Sales
90490,Premsyl,Erev,Engineer,1963-12-20,1985-06-07,9999-01-01,Development
90491,Lucian,Salinas,Engineer,1963-10-27,1988-11-12,9999-01-01,Development
90510,Leaf,Ventosa,Senior Engineer,1964-03-30,1987-06-11,9999-01-01,Production
90518,Fumiko,Chepyzhov,Senior Staff,1965-01-24,1988-01-28,9999-01-01,Customer Service
90523,Khaled,Puppo,Senior Engineer,1964-11-18,1988-12-24,9999-01-01,Customer Service
90534,Sachio,Stifter,Senior Staff,1962-10-07,1985-06-15,9999-01-01,Marketing
90539,Uzi,Perz,Senior Staff,1963-06-08,1987-07-14,9999-01-01,Sales
90614,Yonghoan,Trogemann,Assistant Engineer,1965-01-29,1988-09-23,9999-01-01,Production
90638,Kankanahalli,Boyle,Engineer,1964-01-02,1987-07-15,9999-01-01,Development
90649,Sergi,Rosch,Assistant Engineer,1964-08-29,1985-11-26,9999-01-01,Production
90665,Pranav,Bolsens,Assistant Engineer,1964-04-26,1987-10-07,9999-01-01,Development
90678,Florina,Lorcy,Senior Engineer,1962-10-14,1987-05-29,9999-01-01,Production
90692,Rajmohan,DasSarma,Senior Staff,1965-01-03,1985-09-14,9999-01-01,Marketing
90727,Gilbert,Thibadeau,Senior Staff,1964-03-05,1986-10-23,9999-01-01,Human Resources
90732,Hideo,Schaaf,Engineer,1963-08-08,1986-07-16,9999-01-01,Development
90733,Niclas,Improta,Senior Staff,1964-01-16,1987-10-31,9999-01-01,Sales
90740,Gretta,Lanzelotte,Engineer,1963-09-27,1985-02-18,9999-01-01,Production
90807,Khun,Thebaut,Engineer,1962-11-17,1985-12-18,9999-01-01,Development
90823,Isaac,Ashish,Senior Staff,1963-12-10,1987-10-09,9999-01-01,Research
90825,Tsuneo,Marchesini,Engineer,1964-07-25,1986-01-12,9999-01-01,Development
90863,Shaz,Ohori,Engineer,1964-03-24,1987-11-29,9999-01-01,Development
90888,Tokuyasu,Miara,Engineer,1963-03-09,1987-08-21,9999-01-01,Development
90902,Vitaly,Beeson,Senior Staff,1964-11-14,1985-06-20,9999-01-01,Customer Service
90915,Arnould,Karlin,Engineer,1962-04-17,1986-10-04,9999-01-01,Production
90937,Wuxu,Leaver,Engineer,1963-10-02,1988-06-22,9999-01-01,Production
90972,Dinkar,Garigliano,Assistant Engineer,1962-05-16,1986-10-14,9999-01-01,Development
90999,Szabolcs,Marzano,Assistant Engineer,1964-11-19,1986-02-10,9999-01-01,Quality Management
91006,Etsuo,Vesel,Senior Staff,1964-07-12,1986-05-01,9999-01-01,Finance
91027,Etsuo,Alpay,Technique Leader,1964-02-14,1988-04-03,9999-01-01,Development
91039,Valeri,Mansanne,Senior Staff,1962-04-15,1986-04-17,9999-01-01,Human Resources
91046,Kokou,Streit,Senior Engineer,1963-05-13,1986-08-14,9999-01-01,Quality Management
91053,Leah,Waschkowski,Engineer,1964-07-25,1987-12-06,9999-01-01,Quality Management
91138,Dipankar,Ladret,Senior Staff,1963-07-19,1987-08-30,9999-01-01,Human Resources
91140,Gian,Hockney,Technique Leader,1964-02-01,1988-03-06,9999-01-01,Quality Management
91163,Yakkov,Feinberg,Senior Staff,1963-05-03,1985-08-14,9999-01-01,Customer Service
91172,Kazuhisa,Melter,Senior Staff,1965-01-19,1987-07-16,9999-01-01,Customer Service
91182,Lucien,Schwartzburd,Engineer,1965-01-04,1988-08-25,9999-01-01,Development
91231,Arunachalam,Comellas,Engineer,1964-02-13,1987-09-05,9999-01-01,Customer Service
91241,Reuven,Szmurlo,Engineer,1964-03-09,1988-09-16,9999-01-01,Production
91255,Karoline,Ghelli,Engineer,1964-10-02,1985-05-25,9999-01-01,Production
91282,Ghassan,Gelosh,Senior Staff,1962-07-14,1986-01-19,9999-01-01,Human Resources
91294,Bezalel,Erva,Senior Engineer,1964-11-02,1985-10-27,9999-01-01,Development
91300,Willard,Erdi,Engineer,1963-06-27,1988-12-02,9999-01-01,Quality Management
91303,Denny,Radhakrishnan,Senior Staff,1963-10-05,1988-01-11,9999-01-01,Marketing
91356,Nahla,Mandelberg,Technique Leader,1962-10-09,1988-10-01,9999-01-01,Production
91384,Zongyan,Jansen,Senior Staff,1962-03-26,1985-09-12,9999-01-01,Sales
91391,JoAnne,Passafiume,Engineer,1964-10-18,1985-08-19,9999-01-01,Quality Management
91415,Jamaludin,Nilsson,Senior Staff,1965-01-04,1987-01-15,9999-01-01,Sales
91433,Georg,Pesch,Senior Staff,1963-01-04,1986-03-13,9999-01-01,Customer Service
91440,Sanjay,Cooley,Engineer,1962-02-21,1988-08-31,9999-01-01,Production
91460,Kirk,Terekhov,Engineer,1964-01-14,1985-08-14,9999-01-01,Quality Management
91470,Radhia,Condotta,Senior Staff,1963-01-05,1986-02-10,9999-01-01,Sales
91488,Kerhong,Riesenhuber,Senior Engineer,1963-01-06,1985-09-15,9999-01-01,Development
91542,Houman,Selenyi,Senior Staff,1962-01-04,1988-11-25,9999-01-01,Customer Service
91552,Xiaocheng,Szilard,Senior Staff,1963-08-16,1985-08-31,9999-01-01,Sales
91555,Angel,Pauthner,Senior Staff,1964-01-15,1986-06-18,9999-01-01,Sales
91569,Moie,Linnainmaa,Engineer,1962-08-19,1986-07-24,9999-01-01,Production
91573,Constantijn,Kandlur,Senior Staff,1962-01-24,1988-12-20,9999-01-01,Human Resources
91648,Dmitry,Msuda,Senior Staff,1965-01-29,1988-10-22,9999-01-01,Marketing
91650,Subhrajyoti,Laurillard,Senior Staff,1963-10-03,1987-07-04,9999-01-01,Sales
91697,Jayesh,Cincotta,Engineer,1964-05-11,1987-10-18,9999-01-01,Development
91715,Patricia,Goldhammer,Engineer,1963-07-13,1985-04-26,9999-01-01,Development
91717,Zita,Carrera,Senior Staff,1964-10-26,1985-10-09,9999-01-01,Finance
91736,Bedir,Gurbaxani,Senior Engineer,1964-03-31,1986-02-22,9999-01-01,Production
91754,Ortrud,Msuda,Engineer,1964-03-28,1988-01-12,9999-01-01,Development
91786,Feiyu,Rajala,Senior Staff,1962-12-16,1986-07-13,9999-01-01,Sales
91814,Vugranam,DiGiano,Engineer,1962-06-11,1986-11-11,9999-01-01,Production
91825,Uwe,Hofstetter,Technique Leader,1964-10-05,1985-06-13,9999-01-01,Development
91826,Adam,Schwaller,Senior Engineer,1964-11-16,1986-10-20,9999-01-01,Production
91834,Xiaobin,Ballarin,Senior Engineer,1963-06-12,1987-01-18,9999-01-01,Quality Management
91858,Valdiodio,Cyre,Assistant Engineer,1962-04-19,1988-01-05,9999-01-01,Development
91886,Christfried,Lupu,Senior Staff,1963-06-30,1987-03-03,9999-01-01,Research
91930,Amstein,Birke,Engineer,1962-05-01,1987-08-24,9999-01-01,Development
91975,Gio,Ohori,Senior Engineer,1962-05-08,1986-07-31,9999-01-01,Development
91983,Shem,Grospietsch,Engineer,1964-09-13,1986-06-01,9999-01-01,Development
