emp_no,first_name,last_name,title,birth_date,from_date,to_date
74468,Elgin,Tasistro,Senior Staff,1962-05-05,1988-07-23,9999-01-01
74487,Arnd,Otillio,Senior Staff,1963-08-23,1987-04-01,9999-01-01
74539,Filipp,Herath,Engineer,1964-07-14,1987-09-29,9999-01-01
74552,Pranjal,Parascandalo,Senior Staff,1962-03-29,1988-01-16,9999-01-01
74575,Shuzo,Piveteau,Senior Staff,1963-03-03,1987-12-07,9999-01-01
74625,Shugo,Matzen,Senior Staff,1964-09-23,1988-01-29,9999-01-01
74654,Katsuyuki,Impagliazzo,Senior Engineer,1962-02-23,1988-06-16,9999-01-01
74668,Masako,Bonifati,Senior Staff,1965-01-01,1987-04-09,9999-01-01
74685,Martine,Danecki,Senior Staff,1962-08-30,1988-10-10,9999-01-01
74729,Gretta,Alameldin,Assistant Engineer,1963-01-26,1987-01-11,9999-01-01
74732,Alois,Thombley,Engineer,1964-04-19,1987-07-10,9999-01-01
74737,Akeel,Kugler,Senior Staff,1963-04-25,1987-06-18,9999-01-01
74745,Aris,Uchoa,Senior Staff,1963-06-11,1988-12-19,9999-01-01
74770,Shigeo,Cummings,Senior Staff,1962-08-27,1987-09-28,9999-01-01
74776,Herb,Munoz,Engineer,1963-10-05,1985-06-07,9999-01-01
74803,Yonghoan,Porenta,Engineer,1964-10-18,1987-03-12,9999-01-01
74814,Elvis,Oehlmann,Senior Staff,1962-02-17,1987-04-30,9999-01-01
74824,Uri,Itschner,Senior Staff,1964-09-09,1986-10-18,9999-01-01
74828,Berthier,Genther,Senior Engineer,1964-12-07,1988-09-29,9999-01-01
74841,Sham,Kakkar,Senior Engineer,1962-05-29,1986-07-20,9999-01-01
74843,Yakkov,Fendler,Senior Staff,1964-02-04,1985-02-14,9999-01-01
74864,Otilia,Schieder,Senior Staff,1962-11-17,1988-07-15,9999-01-01
74874,Aemilian,Lorie,Assistant Engineer,1963-07-19,1986-04-15,9999-01-01
74886,Doohun,Hmelo,Senior Staff,1964-11-20,1987-03-28,9999-01-01
74916,Nevin,Kawashima,Engineer,1964-02-10,1986-07-24,9999-01-01
74918,Seshu,Kolinko,Senior Staff,1963-02-23,1987-06-21,9999-01-01
74926,Ottavia,Wuwongse,Senior Staff,1963-12-21,1987-12-10,9999-01-01
74955,Larisa,Antonisse,Engineer,1964-12-12,1988-11-08,9999-01-01
74981,Mara,Sambasivam,Engineer,1962-04-07,1987-05-11,9999-01-01
74989,Gio,Sanella,Senior Staff,1963-04-25,1985-02-03,9999-01-01
75013,Luisa,Tsukune,Senior Staff,1963-07-12,1988-06-09,9999-01-01
75058,Steve,Busillo,Senior Staff,1964-07-22,1987-12-27,9999-01-01
75070,Fumiya,Colorni,Technique Leader,1964-10-10,1986-10-12,9999-01-01
75091,Aiman,Kavanagh,Senior Staff,1963-12-14,1987-01-23,9999-01-01
75092,Fumiyo,Malabarba,Senior Staff,1962-08-09,1985-11-06,9999-01-01
75103,Tran,Hanratty,Senior Staff,1964-06-05,1987-07-24,9999-01-01
75117,Felicidad,Schreiter,Senior Staff,1963-12-01,1987-09-15,9999-01-01
75120,Jagoda,Butner,Engineer,1964-08-21,1986-08-30,9999-01-01
75121,Denny,Shokrollahi,Senior Staff,1964-04-06,1986-07-06,9999-01-01
75146,Shaowei,Suomi,Senior Engineer,1963-10-02,1987-10-20,9999-01-01
75161,Keung,Chleq,Senior Staff,1963-07-17,1987-04-17,9999-01-01
75203,Kayoko,Mitsuhashi,Technique Leader,1963-04-25,1988-02-21,9999-01-01
75204,Margo,Marakhovsky,Senior Staff,1962-04-13,1987-06-22,9999-01-01
75206,Xiaoqiang,Billawala,Engineer,1963-03-28,1987-06-19,9999-01-01
75278,Christ,Thimonier,Engineer,1962-02-12,1987-04-04,9999-01-01
75294,Gio,Baca,Assistant Engineer,1963-08-01,1988-09-19,9999-01-01
75311,Ger,Ernst,Senior Staff,1962-02-14,1988-01-02,9999-01-01
75343,Nahum,Hemaspaandra,Assistant Engineer,1964-02-18,1987-06-01,9999-01-01
75350,Gina,Kruskal,Engineer,1962-04-14,1988-06-02,9999-01-01
75354,Shuky,Jakobus,Engineer,1965-01-11,1986-06-16,9999-01-01
75438,Mitchel,Markovitch,Engineer,1962-10-09,1988-01-14,9999-01-01
75458,Peternela,Onuegbe,Engineer,1964-09-11,1987-05-04,9999-01-01
75494,Murthy,Hinsberger,Senior Staff,1962-04-02,1988-04-12,9999-01-01
75503,Shin,Unno,Senior Staff,1964-02-05,1988-07-20,9999-01-01
75508,Alair,Joslin,Assistant Engineer,1964-05-17,1985-08-07,9999-01-01
75509,Bangqing,Negoita,Engineer,1962-12-22,1988-12-14,9999-01-01
75534,Zvonko,Morton,Technique Leader,1964-06-22,1988-06-04,9999-01-01
75544,Zhongwei,Gonthier,Senior Staff,1964-06-07,1986-06-22,9999-01-01
75578,Gino,Baca,Senior Staff,1964-07-09,1988-02-28,9999-01-01
75605,Xianlong,Auria,Engineer,1963-10-20,1987-01-07,9999-01-01
75606,Gritta,Stafford,Engineer,1963-11-02,1985-04-03,9999-01-01
75633,Pranas,Delgrange,Senior Staff,1964-11-22,1986-05-06,9999-01-01
75652,Jeanna,Schrift,Senior Engineer,1964-04-21,1986-12-25,9999-01-01
75657,Kiam,Biron,Senior Engineer,1962-11-08,1987-05-31,9999-01-01
75662,Susanna,Bazelow,Engineer,1964-04-25,1987-10-11,9999-01-01
75685,Gennadi,Plesums,Assistant Engineer,1963-05-02,1985-02-08,9999-01-01
75700,Marit,Wissmann,Engineer,1962-01-29,1985-02-20,9999-01-01
75711,Zorica,Pezzoli,Senior Staff,1962-06-10,1985-04-03,9999-01-01
75757,Kwangsub,DeMori,Senior Staff,1963-05-06,1987-04-01,9999-01-01
75795,Rafail,Biran,Senior Staff,1964-01-16,1985-08-15,9999-01-01
75815,Hongzue,Junet,Senior Staff,1963-01-21,1985-03-21,9999-01-01
75826,Demos,Linnainmaa,Engineer,1963-10-07,1987-06-11,9999-01-01
75873,Mani,Merro,Assistant Engineer,1963-08-27,1986-07-22,9999-01-01
75886,Sanjai,Fairtlough,Senior Staff,1962-04-06,1985-08-15,9999-01-01
75912,Arno,Salvesen,Engineer,1964-07-29,1987-05-01,9999-01-01
75931,Yonghong,Gubsky,Assistant Engineer,1962-03-09,1985-03-12,9999-01-01
75946,Akemi,Litzkow,Senior Staff,1962-09-02,1986-06-07,9999-01-01
75958,Aemilian,Kawashimo,Engineer,1963-04-11,1986-11-21,9999-01-01
75998,Heeju,Lodder,Senior Staff,1964-09-19,1985-08-27,9999-01-01
76023,Cullen,Perelgut,Senior Staff,1962-09-19,1985-08-27,9999-01-01
76057,Gopalakrishnan,Ozeri,Senior Staff,1962-02-07,1987-10-02,9999-01-01
76063,Tse,Gihr,Engineer,1962-02-01,1987-09-03,9999-01-01
76070,Souichi,Bade,Senior Staff,1962-05-02,1985-11-20,9999-01-01
76086,Ebbe,Spinelli,Senior Staff,1963-06-19,1987-08-07,9999-01-01
76093,Margo,Kornyak,Senior Staff,1964-01-14,1988-12-09,9999-01-01
76096,Serif,Rosin,Senior Staff,1964-12-15,1987-06-23,9999-01-01
76108,Kwee,Miculan,Senior Engineer,1964-01-15,1987-09-24,9999-01-01
76116,Uno,Papadias,Senior Staff,1962-06-01,1987-07-20,9999-01-01
76125,Valery,Klerer,Senior Staff,1964-03-07,1986-05-19,9999-01-01
76175,Jaihie,Rando,Senior Staff,1963-06-13,1987-01-21,9999-01-01
76180,Mads,Ciolek,Senior Staff,1964-05-19,1986-11-16,9999-01-01
76185,Mayuko,Emmerich,Senior Staff,1962-10-12,1988-11-20,9999-01-01
76188,Ronghao,Aseltine,Senior Staff,1964-02-03,1985-10-16,9999-01-01
76189,Kolar,Hinsberger,Engineer,1965-01-02,1986-10-20,9999-01-01
76243,Olivera,Molenaar,Senior Staff,1964-12-04,1987-03-08,9999-01-01
76261,Hugh,Scharstein,Technique Leader,1963-04-04,1986-10-19,9999-01-01
76281,Chandrasekaran,Simmel,Engineer,1964-07-26,1987-07-03,9999-01-01
76297,Bokyung,Olivero,Senior Engineer,1963-10-25,1987-03-04,9999-01-01
76304,Baocai,Herber,Senior Staff,1963-07-29,1987-05-01,9999-01-01
76319,Toshiki,Mahmud,Engineer,1962-03-07,1985-05-01,9999-01-01
76327,Billur,Adachi,Engineer,1962-10-09,1986-09-21,9999-01-01
76353,Mahmut,Suppi,Engineer,1963-04-07,1988-07-26,9999-01-01
76381,Aluzio,Macedo,Senior Staff,1964-07-21,1988-12-14,9999-01-01
76403,Radhia,Preusig,Engineer,1964-07-19,1986-04-29,9999-01-01
76415,Hirochika,Falck,Engineer,1963-03-25,1987-10-02,9999-01-01
76441,Renny,Ranka,Senior Engineer,1962-08-20,1985-09-30,9999-01-01
76456,Mohua,Stiles,Engineer,1962-03-07,1987-01-23,9999-01-01
76461,Fabrizio,Bolotov,Engineer,1962-10-28,1987-03-05,9999-01-01
76528,Serap,Panangaden,Assistant Engineer,1964-12-07,1987-06-18,9999-01-01
76529,Charmane,Gargeya,Assistant Engineer,1963-06-17,1987-12-18,9999-01-01
76649,Sumant,Takanami,Senior Staff,1964-09-23,1986-12-30,9999-01-01
76684,Alejandro,Rissland,Engineer,1964-05-31,1987-12-05,9999-01-01
76700,Roddy,Ballarin,Senior Engineer,1964-05-11,1986-09-28,9999-01-01
76714,Mari,Waschkowski,Engineer,1963-03-11,1986-05-05,9999-01-01
76720,Sudhanshu,Furudate,Engineer,1962-05-10,1985-03-02,9999-01-01
76785,Theron,Gils,Engineer,1962-05-25,1986-10-03,9999-01-01
76835,Harngdar,Schaaf,Engineer,1963-12-23,1988-12-15,9999-01-01
76846,Arif,Argence,Senior Staff,1964-09-23,1987-12-03,9999-01-01
76870,Masako,Dayana,Engineer,1964-06-16,1988-12-10,9999-01-01
76875,Jinya,Lindenbaum,Senior Staff,1964-08-17,1986-10-27,9999-01-01
76890,Giao,Cyne,Engineer,1964-07-30,1985-07-15,9999-01-01
76907,Maris,Langford,Engineer,1963-03-08,1988-10-22,9999-01-01
76966,Aloke,Mondadori,Engineer,1963-11-11,1987-08-22,9999-01-01
76995,Mayuko,Condotta,Senior Staff,1963-08-07,1987-10-06,9999-01-01
77023,Kaijung,Gargeya,Senior Staff,1964-09-26,1985-10-05,9999-01-01
77025,Roded,Viele,Senior Staff,1964-10-07,1988-05-28,9999-01-01
77030,Faiza,Garnham,Technique Leader,1965-01-02,1986-03-02,9999-01-01
77113,Kristof,Pelc,Senior Engineer,1964-04-18,1986-06-19,9999-01-01
77130,Krisda,Nooteboom,Engineer,1962-06-22,1988-03-14,9999-01-01
77149,Mingdong,Pappas,Senior Staff,1962-08-20,1988-08-13,9999-01-01
77154,Jiong,Peek,Senior Engineer,1964-04-10,1987-08-25,9999-01-01
77165,Elliott,Ladret,Engineer,1962-07-04,1985-08-10,9999-01-01
77254,Valeri,Randt,Engineer,1964-05-12,1985-06-16,9999-01-01
77271,Ziya,Lorch,Assistant Engineer,1962-05-07,1988-06-24,9999-01-01
77274,Vishwani,Zhang,Engineer,1962-08-07,1987-08-03,9999-01-01
77294,Mart,Miculan,Senior Staff,1964-09-20,1988-09-23,9999-01-01
77315,Christ,Irland,Engineer,1964-05-23,1986-04-05,9999-01-01
77328,Valeri,Rissland,Senior Engineer,1962-06-01,1985-02-04,9999-01-01
77333,Aram,Kampfer,Senior Staff,1964-03-21,1987-04-09,9999-01-01
77354,Hironoby,Vendrig,Senior Staff,1962-01-20,1985-03-16,9999-01-01
77357,Sadok,Collette,Engineer,1964-03-12,1985-03-25,9999-01-01
77367,Salvador,Swift,Senior Staff,1963-11-04,1987-09-01,9999-01-01
77376,Zijian,Hoogerwoord,Senior Staff,1963-08-12,1987-06-14,9999-01-01
77411,Udi,Gaughan,Senior Staff,1963-10-04,1985-03-06,9999-01-01
77417,Tesuya,Barriga,Senior Staff,1962-09-28,1986-07-19,9999-01-01
77425,Billur,Rahimi,Senior Staff,1962-09-28,1987-10-16,9999-01-01
77430,Thodoros,Kugler,Senior Staff,1963-09-24,1988-09-07,9999-01-01
77461,Zhilian,Demian,Engineer,1962-10-26,1988-03-30,9999-01-01
77465,Sverrir,Luff,Engineer,1963-03-29,1985-07-02,9999-01-01
77479,Seshu,Tsukuda,Senior Engineer,1963-04-11,1987-08-26,9999-01-01
77490,Moheb,Casley,Senior Staff,1962-04-13,1987-07-29,9999-01-01
77493,Yurij,Quadeer,Engineer,1962-09-29,1986-01-11,9999-01-01
77510,Shigeaki,Crabtree,Engineer,1962-11-18,1988-05-04,9999-01-01
77528,Ewing,Hutton,Senior Staff,1962-07-06,1988-07-03,9999-01-01
77546,Falguni,Alvarado,Senior Staff,1963-05-11,1986-12-13,9999-01-01
77572,Susanta,Maliniak,Engineer,1962-04-13,1985-11-16,9999-01-01
77596,Boguslaw,Schahn,Senior Staff,1963-10-26,1985-09-29,9999-01-01
77608,Menkae,Schlumberger,Senior Engineer,1962-01-05,1986-02-25,9999-01-01
77669,Amalendu,Farrel,Assistant Engineer,1962-02-27,1985-04-22,9999-01-01
77736,Huai,Chinal,Senior Staff,1962-02-26,1988-08-11,9999-01-01
77782,Yoshimitsu,Angelov,Senior Staff,1964-05-20,1986-04-09,9999-01-01
77834,Snehasis,Rosin,Engineer,1964-11-08,1986-07-08,9999-01-01
77844,Genevieve,Gill,Senior Staff,1964-06-29,1986-05-19,9999-01-01
77846,Shooichi,Kitsuregawa,Engineer,1962-06-03,1987-11-21,9999-01-01
77857,Henk,Bridgland,Engineer,1962-06-08,1988-01-01,9999-01-01
77877,Jeanne,Reinhart,Senior Staff,1964-09-06,1987-01-12,9999-01-01
77924,Navid,Plotkin,Technique Leader,1963-05-13,1986-01-28,9999-01-01
77955,Sarita,Tischendorf,Senior Staff,1962-11-10,1987-02-24,9999-01-01
78000,Shir,Pulkowski,Engineer,1964-04-06,1988-01-31,9999-01-01
78003,Domenick,Orlowska,Technique Leader,1964-09-27,1986-03-18,9999-01-01
78010,Bouchung,Babb,Senior Staff,1964-10-16,1986-05-27,9999-01-01
78081,Oscar,Kossowski,Senior Staff,1964-08-06,1987-08-25,9999-01-01
78089,Zhilian,Garigliano,Senior Staff,1964-11-16,1987-04-02,9999-01-01
78134,Petter,Adachi,Senior Staff,1964-02-02,1988-01-24,9999-01-01
78147,Udo,Salverda,Engineer,1964-02-07,1985-12-31,9999-01-01
78169,Aria,Valiente,Senior Staff,1963-07-27,1986-08-08,9999-01-01
78173,Danil,Chvatal,Engineer,1964-04-05,1987-11-05,9999-01-01
78204,Troy,Ertl,Engineer,1964-10-25,1985-03-05,9999-01-01
78208,Nidapan,Kusakari,Senior Staff,1963-05-03,1988-06-09,9999-01-01
78209,Sachin,Shackel,Senior Staff,1963-01-07,1986-06-04,9999-01-01
78231,Cullen,Fiutem,Assistant Engineer,1963-08-24,1985-11-05,9999-01-01
78237,Chenye,Bouloucos,Senior Staff,1963-02-04,1988-11-20,9999-01-01
78256,Fumiko,Kambil,Engineer,1964-06-07,1985-03-10,9999-01-01
78262,Alain,Linnainmaa,Senior Staff,1962-07-10,1986-09-17,9999-01-01
78269,Alair,Chiola,Engineer,1963-06-25,1988-11-28,9999-01-01
78282,Tokuyasu,Pocchiola,Engineer,1962-12-20,1985-10-13,9999-01-01
78298,Florina,Eickenmeyer,Senior Engineer,1963-02-07,1986-05-11,9999-01-01
78306,Arto,Jumpertz,Senior Staff,1964-07-07,1988-12-14,9999-01-01
78314,Uinam,Marwedel,Senior Engineer,1962-04-12,1985-03-20,9999-01-01
78319,Pintsang,Salvesen,Engineer,1964-05-10,1988-07-01,9999-01-01
78324,Ramachenga,Smeets,Senior Staff,1963-11-20,1987-03-18,9999-01-01
78334,Saniya,Schade,Senior Staff,1962-06-20,1988-08-15,9999-01-01
78349,Alair,Murrill,Senior Staff,1964-02-19,1986-05-17,9999-01-01
78405,Along,Gelosh,Senior Staff,1962-06-05,1988-10-30,9999-01-01
78423,Tonia,Frolund,Senior Staff,1964-03-05,1988-03-13,9999-01-01
78431,Sandeepan,Angel,Senior Staff,1964-11-04,1988-06-13,9999-01-01
78471,Munehiro,Lally,Engineer,1963-01-07,1985-09-25,9999-01-01
78477,Mariangiola,Hasham,Senior Staff,1963-06-28,1985-10-13,9999-01-01
78492,Augustine,Muchinsky,Engineer,1963-10-11,1988-11-24,9999-01-01
78504,Kristen,Unno,Senior Staff,1962-12-10,1988-09-01,9999-01-01
78540,Otmar,Waterhouse,Senior Staff,1964-11-02,1985-05-27,9999-01-01
78568,Masako,Rosis,Senior Staff,1962-10-18,1985-05-15,9999-01-01
78590,Giri,Slaats,Senior Engineer,1962-05-29,1986-04-01,9999-01-01
78675,Marsal,Gewali,Engineer,1964-09-18,1988-12-06,9999-01-01
78684,Abdelghani,Naumovich,Engineer,1963-12-12,1985-10-25,9999-01-01
78718,Visit,Hegner,Senior Engineer,1962-06-13,1986-03-07,9999-01-01
78739,Khun,Syrzycki,Senior Staff,1963-11-04,1985-06-30,9999-01-01
78752,Serge,Hockney,Engineer,1964-01-05,1987-10-12,9999-01-01
78871,Conor,Ghandeharizadeh,Senior Engineer,1965-01-15,1985-05-25,9999-01-01
78881,Ulf,Tyugu,Assistant Engineer,1963-01-17,1987-05-20,9999-01-01
78951,Faiza,Mondadori,Senior Staff,1962-01-22,1987-08-28,9999-01-01
78962,Cordelia,Hashii,Engineer,1964-03-12,1987-07-13,9999-01-01
78997,Chuanti,Coullard,Senior Staff,1964-08-17,1988-02-28,9999-01-01
79018,Susumu,Lanphier,Senior Staff,1962-11-29,1986-11-28,9999-01-01
79054,Patricia,Hennebert,Assistant Engineer,1964-08-02,1987-10-03,9999-01-01
79062,Hatsukazu,Huxford,Senior Staff,1964-08-27,1988-03-01,9999-01-01
79065,Sastry,Gladwell,Engineer,1964-08-23,1987-06-11,9999-01-01
79067,Sashi,Viele,Senior Staff,1964-12-21,1988-11-10,9999-01-01
79069,Bokyung,Fendler,Engineer,1963-08-24,1986-12-06,9999-01-01
79101,Sachin,Jeansoulin,Engineer,1962-12-31,1988-12-28,9999-01-01
79112,Mayuri,Samarati,Engineer,1963-12-25,1988-10-20,9999-01-01
79129,Morris,Knightly,Assistant Engineer,1962-09-06,1987-11-16,9999-01-01
79151,Duri,Rodiger,Engineer,1964-11-30,1985-12-21,9999-01-01
79180,Jaewon,Suri,Engineer,1963-07-29,1987-01-28,9999-01-01
79217,Samphel,Ghemri,Engineer,1963-12-08,1986-11-24,9999-01-01
79231,Alair,Ferriere,Senior Engineer,1963-05-07,1987-07-13,9999-01-01
79243,Kasidit,Camurati,Engineer,1963-02-21,1987-02-26,9999-01-01
79262,Leszek,Cappello,Senior Staff,1962-05-19,1985-11-22,9999-01-01
79300,Behnaam,Hettesheimer,Senior Staff,1964-05-18,1988-11-19,9999-01-01
79307,Katsuyuki,Taneja,Senior Engineer,1964-09-22,1985-12-11,9999-01-01
79354,Dayanand,Haraldson,Senior Engineer,1964-07-25,1986-05-13,9999-01-01
79364,Anyuan,Manderick,Senior Staff,1962-08-15,1985-12-14,9999-01-01
79366,Chinya,Tsunoo,Assistant Engineer,1962-10-27,1986-03-25,9999-01-01
79389,Mitchel,Mattern,Engineer,1962-04-12,1986-11-06,9999-01-01
79416,Xuejun,Dratva,Senior Engineer,1962-01-15,1986-08-29,9999-01-01
79465,Tadahiro,Swen,Senior Staff,1962-12-09,1986-12-29,9999-01-01
79507,Chiradeep,Braunschweig,Engineer,1964-04-06,1985-05-20,9999-01-01
79526,Fumiko,Eastman,Assistant Engineer,1962-06-07,1988-12-16,9999-01-01
79535,Heekeun,Bauknecht,Senior Staff,1964-07-23,1988-01-27,9999-01-01
79542,Tadahiro,Lorch,Engineer,1964-03-09,1986-06-03,9999-01-01
79579,Gina,Vecchio,Engineer,1963-12-08,1985-04-30,9999-01-01
79585,Tetsushi,Narlikar,Engineer,1963-01-03,1988-02-08,9999-01-01
79606,Arnd,Peir,Senior Engineer,1965-01-03,1986-12-11,9999-01-01
79615,Nobuyoshi,Polupanov,Engineer,1964-02-27,1988-07-05,9999-01-01
79623,Aral,Gyorkos,Senior Engineer,1964-10-15,1985-10-21,9999-01-01
79632,Chirstian,Marwedel,Senior Staff,1963-04-20,1987-12-27,9999-01-01
79741,Mads,Verspoor,Senior Staff,1964-03-13,1988-01-01,9999-01-01
79763,Sanjoy,Barreiro,Senior Staff,1965-01-20,1988-04-09,9999-01-01
79773,Eckart,Sooriamurthi,Assistant Engineer,1964-10-10,1988-07-15,9999-01-01
79801,Sandeepan,Muniz,Engineer,1964-12-27,1986-03-02,9999-01-01
79824,Toshimo,Maquelin,Engineer,1964-04-01,1986-04-11,9999-01-01
79895,Fei,Murtagh,Senior Staff,1965-01-30,1986-01-19,9999-01-01
79897,Heather,Granlund,Technique Leader,1962-05-27,1987-05-12,9999-01-01
79905,Danil,Eickenmeyer,Engineer,1962-06-25,1988-12-13,9999-01-01
79913,Almudena,Worfolk,Assistant Engineer,1963-03-14,1986-11-03,9999-01-01
79917,Shooichi,Coombs,Senior Staff,1963-12-03,1988-01-06,9999-01-01
79937,Chandrasekaran,Rothe,Senior Staff,1963-04-19,1985-03-09,9999-01-01
79957,Valter,Kulisch,Engineer,1962-08-19,1987-01-25,9999-01-01
79968,Nahum,Sommen,Senior Staff,1964-05-11,1985-12-12,9999-01-01
79971,Randy,Eterovic,Senior Staff,1964-05-12,1987-05-31,9999-01-01
79983,Nalini,Panienski,Senior Staff,1962-11-13,1987-09-23,9999-01-01
79992,Laurentiu,Heping,Assistant Engineer,1964-02-08,1987-06-29,9999-01-01
79997,Venkatesan,Vigier,Assistant Engineer,1962-08-27,1986-02-25,9999-01-01
79998,Kristof,Brodal,Senior Staff,1962-02-01,1987-06-11,9999-01-01
80002,Mayuko,Meszaros,Senior Staff,1963-04-25,1988-09-10,9999-01-01
80035,Val,Sevcikova,Senior Staff,1964-10-02,1986-07-21,9999-01-01
80051,Kayoko,Jayawardene,Technique Leader,1964-01-03,1986-02-06,9999-01-01
80067,Kazuhisa,Weiland,Senior Staff,1965-01-19,1985-11-09,9999-01-01
80107,Girolamo,Rossi,Engineer,1964-04-20,1988-10-11,9999-01-01
80178,Sanjit,Christ,Senior Staff,1963-02-25,1985-07-21,9999-01-01
80191,Bouchung,Alvarado,Senior Staff,1964-11-23,1986-03-27,9999-01-01
80230,Lunjin,Waschkowski,Engineer,1964-04-08,1985-08-08,9999-01-01
80248,Nevin,Matzke,Senior Engineer,1964-03-21,1988-09-17,9999-01-01
80267,Pradeep,Vandervoorde,Engineer,1964-05-21,1988-09-17,9999-01-01
80291,Sashi,Flowers,Senior Staff,1964-07-26,1985-11-13,9999-01-01
80299,Susanne,Collette,Senior Staff,1962-03-12,1986-08-25,9999-01-01
80315,Zvonko,Templeman,Engineer,1962-02-03,1988-12-10,9999-01-01
80323,Zdislav,Grabner,Senior Staff,1962-03-08,1988-08-18,9999-01-01
80339,Fumitake,Hempstead,Engineer,1964-03-08,1987-03-30,9999-01-01
80365,Sailaja,Schmiedel,Engineer,1962-05-31,1985-04-04,9999-01-01
80405,Kwangjo,Bultermann,Senior Staff,1963-08-17,1988-05-18,9999-01-01
80453,Ranan,Candan,Engineer,1964-05-05,1986-06-14,9999-01-01
80480,Aruna,Birch,Senior Engineer,1963-03-25,1988-01-24,9999-01-01
80485,Pragnesh,Beznosov,Senior Staff,1963-01-28,1985-02-24,9999-01-01
80530,Laurentiu,Shanbhogue,Senior Staff,1964-01-05,1988-12-15,9999-01-01
80547,Shakhar,Cannata,Senior Staff,1963-12-25,1988-01-31,9999-01-01
80549,Constantine,Verspoor,Technique Leader,1962-04-26,1987-04-03,9999-01-01
80565,Ekawit,Alpay,Senior Staff,1962-06-12,1985-07-16,9999-01-01
80587,Mototsugu,Atrawala,Engineer,1962-02-14,1987-05-02,9999-01-01
80623,Przemyslawa,Waterhouse,Engineer,1962-06-06,1987-10-07,9999-01-01
80650,Troy,Massonet,Assistant Engineer,1964-09-13,1986-12-20,9999-01-01
80658,Khalil,Waleschkowski,Engineer,1963-09-22,1986-06-16,9999-01-01
80659,Youngkon,Vidal,Engineer,1962-02-26,1987-02-11,9999-01-01
80691,Hideo,McFarlin,Senior Staff,1963-07-20,1987-05-25,9999-01-01
80707,Xiping,Bennet,Engineer,1964-11-14,1988-02-28,9999-01-01
80709,Sachin,Benveniste,Engineer,1962-12-19,1985-08-25,9999-01-01
80712,Sahrah,Ranon,Engineer,1963-08-11,1986-01-28,9999-01-01
80723,Izaskun,Reinhard,Senior Staff,1962-09-21,1987-12-30,9999-01-01
80731,Shaowen,Eldridge,Senior Staff,1965-01-25,1987-12-05,9999-01-01
80752,Zhenhua,Adachi,Senior Staff,1962-03-18,1988-10-18,9999-01-01
80757,Seongbin,Kavvadias,Senior Staff,1962-08-29,1988-09-12,9999-01-01
80767,Vitali,Vitiello,Engineer,1962-07-27,1986-01-29,9999-01-01
80772,Shooichi,Crooks,Senior Staff,1963-04-16,1988-11-28,9999-01-01
80773,Djenana,Fargier,Engineer,1963-10-07,1988-11-20,9999-01-01
80808,Toong,Kisuki,Technique Leader,1963-11-29,1986-08-10,9999-01-01
80813,Guozhong,Pettis,Engineer,1964-11-29,1986-10-05,9999-01-01
80820,Kristina,Zobel,Senior Staff,1964-06-12,1987-07-06,9999-01-01
80823,Willard,Baca,Senior Staff,1963-01-21,1985-02-26,9999-01-01
80878,Zeljko,Danlos,Engineer,1963-03-27,1987-08-05,9999-01-01
80885,Nigel,Herber,Senior Staff,1963-04-06,1988-12-07,9999-01-01
80889,Shigeo,Linnainmaa,Senior Engineer,1965-01-07,1985-07-30,9999-01-01
80913,Yongdong,Delgrande,Senior Staff,1964-01-20,1986-08-11,9999-01-01
80943,Filipe,Fiebach,Senior Staff,1964-06-13,1987-01-19,9999-01-01
80950,Remzi,Michaels,Senior Staff,1963-07-17,1985-03-03,9999-01-01
80953,Jongsuk,Kolvik,Technique Leader,1963-10-19,1987-02-08,9999-01-01
80963,Shen,Guerreiro,Senior Staff,1962-06-15,1987-01-25,9999-01-01
81003,Youjian,Keirsey,Assistant Engineer,1962-03-26,1987-01-23,9999-01-01
81064,Xiahua,Wilharm,Senior Staff,1962-02-01,1988-11-05,9999-01-01
81097,Renee,Setia,Engineer,1964-04-18,1986-10-07,9999-01-01
81160,Piyawadee,Sundgren,Senior Engineer,1964-12-08,1985-10-03,9999-01-01
81179,Macha,Glowinski,Assistant Engineer,1962-07-14,1987-12-05,9999-01-01
81180,Jaihie,Ranta,Assistant Engineer,1963-09-04,1987-12-11,9999-01-01
81211,Abdelghani,Binkley,Engineer,1964-03-22,1987-02-07,9999-01-01
81259,Christophe,Range,Engineer,1963-07-11,1985-05-01,9999-01-01
81272,Gaurav,Miyakawa,Senior Staff,1963-05-16,1988-11-26,9999-01-01
81291,Badri,Scallan,Technique Leader,1964-06-24,1987-01-27,9999-01-01
81294,Hilary,Waterhouse,Senior Staff,1964-03-10,1988-11-12,9999-01-01
81302,Jiakeng,Fabrizio,Senior Staff,1962-02-02,1986-03-04,9999-01-01
81336,Lunjin,Papsdorf,Engineer,1964-01-13,1986-10-27,9999-01-01
81370,Froduald,Neimat,Senior Staff,1962-06-09,1988-07-02,9999-01-01
81477,Serap,Lampe,Engineer,1962-07-07,1987-06-02,9999-01-01
81489,Ennio,Iisaku,Engineer,1964-05-28,1988-12-24,9999-01-01
81496,Anyuan,Ashish,Senior Staff,1964-03-24,1988-04-12,9999-01-01
81502,Huiqun,Leaver,Engineer,1963-08-24,1985-02-12,9999-01-01
81515,Aron,Flanders,Senior Staff,1963-01-12,1986-02-25,9999-01-01
81557,Alois,Lieblein,Senior Staff,1963-10-14,1988-08-08,9999-01-01
